dim0,dim1,dim2,dim3,dim4,dim5,dim6,y
38.0,-115.02800000000002,-86.88199999999999,-87.40599999999998,-171.47399999999996,-136.20399999999995,-148.51799999999997,1.0
48.0,-105.02800000000002,-76.88199999999999,-97.40599999999998,-141.47399999999996,-146.20399999999995,-228.51799999999997,1.0
28.0,-35.02800000000003,-96.88199999999999,-87.40599999999998,-131.47399999999996,-106.20399999999995,-108.51799999999996,1.0
38.0,-55.02800000000003,-76.88199999999999,-77.40599999999998,-161.47399999999996,-106.20399999999995,-118.51799999999996,1.0
18.0,-65.02800000000002,-86.88199999999999,-107.40599999999998,-161.47399999999996,-96.20399999999995,-148.51799999999997,1.0
28.0,-75.02800000000002,-66.88199999999999,-77.40599999999998,-151.47399999999996,-86.20399999999995,-138.51799999999997,1.0
48.0,-75.02800000000002,-76.88199999999999,-97.40599999999998,-101.47399999999996,-116.20399999999995,-128.51799999999997,1.0
28.0,-45.02800000000003,-76.88199999999999,-87.40599999999998,-121.47399999999996,-96.20399999999995,-138.51799999999997,1.0
28.0,-55.02800000000003,-126.88199999999999,-107.40599999999998,-101.47399999999996,-106.20399999999995,-118.51799999999996,1.0
28.0,-65.02800000000002,-76.88199999999999,-97.40599999999998,-211.47399999999996,-96.20399999999995,-118.51799999999996,1.0
28.0,-45.02800000000003,-86.88199999999999,-67.40599999999998,-211.47399999999996,-96.20399999999995,-118.51799999999996,1.0
48.0,-125.02800000000002,-76.88199999999999,-97.40599999999998,-131.47399999999996,-136.20399999999995,-118.51799999999996,1.0
78.0,-55.02800000000003,-96.88199999999999,-117.40599999999998,-201.47399999999996,-136.20399999999995,-88.51799999999996,1.0
28.0,-65.02800000000002,-106.88199999999999,-157.40599999999998,-131.47399999999996,-176.20399999999995,-128.51799999999997,1.0
28.0,-65.02800000000002,-66.88199999999999,-157.40599999999998,-91.47399999999996,-116.20399999999995,-138.51799999999997,1.0
28.0,-45.02800000000003,-66.88199999999999,-137.40599999999998,-191.47399999999996,-156.20399999999995,-98.51799999999996,1.0
38.0,-55.02800000000003,-96.88199999999999,-127.40599999999998,-111.47399999999996,-146.20399999999995,-128.51799999999997,1.0
48.0,-65.02800000000002,-96.88199999999999,-97.40599999999998,-101.47399999999996,-196.20399999999995,-108.51799999999996,1.0
38.0,-55.02800000000003,-86.88199999999999,-147.40599999999998,-131.47399999999996,-166.20399999999995,-138.51799999999997,1.0
48.0,-125.02800000000002,-46.88199999999999,-77.40599999999998,-101.47399999999996,-156.20399999999995,-128.51799999999997,1.0
88.0,-125.02800000000002,-166.882,-117.40599999999998,-21.47399999999996,-156.20399999999995,-118.51799999999996,1.0
128.0,-85.02800000000002,-166.882,-157.40599999999998,-71.47399999999996,-136.20399999999995,-118.51799999999996,1.0
128.0,-125.02800000000002,-136.882,-157.40599999999998,-31.47399999999996,-96.20399999999995,-118.51799999999996,1.0
8.0,-95.02800000000002,-146.882,-137.40599999999998,-31.47399999999996,-136.20399999999995,-88.51799999999996,1.0
108.0,-75.02800000000002,-146.882,-117.40599999999998,-101.47399999999996,-116.20399999999995,-68.51799999999996,1.0
108.0,-105.02800000000002,-126.88199999999999,-97.40599999999998,-131.47399999999996,-106.20399999999995,-88.51799999999996,1.0
98.0,-115.02800000000002,-156.882,-87.40599999999998,-121.47399999999996,-116.20399999999995,-98.51799999999996,1.0
118.0,-95.02800000000002,-146.882,-167.40599999999998,-111.47399999999996,-86.20399999999995,-118.51799999999996,1.0
88.0,-85.02800000000002,-126.88199999999999,-77.40599999999998,-111.47399999999996,-136.20399999999995,-138.51799999999997,1.0
98.0,-95.02800000000002,-176.882,-117.40599999999998,-111.47399999999996,-176.20399999999995,-128.51799999999997,1.0
128.0,-75.02800000000002,-96.88199999999999,-147.40599999999998,-111.47399999999996,-86.20399999999995,-138.51799999999997,1.0
158.0,-35.02800000000003,-46.88199999999999,-37.40599999999998,-111.47399999999996,-106.20399999999995,-128.51799999999997,1.0
148.0,-45.02800000000003,-66.88199999999999,-27.405999999999977,-31.47399999999996,-26.20399999999995,-68.51799999999996,1.0
158.0,-55.02800000000003,-46.88199999999999,-37.40599999999998,-101.47399999999996,-96.20399999999995,-118.51799999999996,1.0
128.0,-45.02800000000003,-156.882,-47.40599999999998,-141.47399999999996,-76.20399999999995,-118.51799999999996,1.0
128.0,-55.02800000000003,-26.88199999999999,-77.40599999999998,-41.47399999999996,-66.20399999999995,-38.51799999999996,1.0
128.0,-85.02800000000002,-66.88199999999999,-47.40599999999998,-61.47399999999996,-156.20399999999995,-78.51799999999996,1.0
138.0,-55.02800000000003,-26.88199999999999,-147.40599999999998,-91.47399999999996,-146.20399999999995,-88.51799999999996,1.0
108.0,-95.02800000000002,-56.88199999999999,-97.40599999999998,-131.47399999999996,-106.20399999999995,-138.51799999999997,1.0
88.0,-35.02800000000003,-36.88199999999999,-107.40599999999998,-121.47399999999996,-56.20399999999995,-128.51799999999997,1.0
88.0,-65.02800000000002,-26.88199999999999,-117.40599999999998,-61.47399999999996,-126.20399999999995,-128.51799999999997,1.0
98.0,-45.02800000000003,-46.88199999999999,-97.40599999999998,-71.47399999999996,-106.20399999999995,-128.51799999999997,1.0
138.0,-85.02800000000002,-66.88199999999999,-77.40599999999998,-141.47399999999996,-126.20399999999995,-78.51799999999996,1.0
118.0,-65.02800000000002,-86.88199999999999,-97.40599999999998,-41.47399999999996,-106.20399999999995,-108.51799999999996,1.0
108.0,-65.02800000000002,-6.881999999999991,-67.40599999999998,-81.47399999999996,-116.20399999999995,-88.51799999999996,1.0
78.0,-75.02800000000002,-46.88199999999999,-117.40599999999998,-81.47399999999996,-96.20399999999995,-68.51799999999996,1.0
38.0,-55.02800000000003,-76.88199999999999,-157.40599999999998,-31.47399999999996,-96.20399999999995,-68.51799999999996,1.0
158.0,-75.02800000000002,-66.88199999999999,-27.405999999999977,-121.47399999999996,-96.20399999999995,-48.51799999999996,1.0
178.0,-75.02800000000002,-46.88199999999999,-37.40599999999998,-1.4739999999999611,-86.20399999999995,-128.51799999999997,1.0
148.0,-45.02800000000003,-66.88199999999999,-67.40599999999998,-51.47399999999996,-76.20399999999995,-28.517999999999958,1.0
148.0,-25.028000000000027,-26.88199999999999,-37.40599999999998,-51.47399999999996,-46.20399999999995,-28.517999999999958,1.0
128.0,4.971999999999973,-16.88199999999999,-137.40599999999998,-71.47399999999996,-76.20399999999995,-48.51799999999996,1.0
158.0,-25.028000000000027,-6.881999999999991,-27.405999999999977,-51.47399999999996,-56.20399999999995,-88.51799999999996,1.0
148.0,-55.02800000000003,-26.88199999999999,62.59400000000002,-101.47399999999996,-16.20399999999995,-58.51799999999996,1.0
148.0,-5.028000000000027,-26.88199999999999,-27.405999999999977,-61.47399999999996,-16.20399999999995,-18.517999999999958,1.0
158.0,-55.02800000000003,-66.88199999999999,-47.40599999999998,-1.4739999999999611,-66.20399999999995,-78.51799999999996,1.0
158.0,-55.02800000000003,-26.88199999999999,-87.40599999999998,-21.47399999999996,-66.20399999999995,-108.51799999999996,1.0
158.0,-85.02800000000002,-36.88199999999999,-47.40599999999998,-111.47399999999996,-96.20399999999995,-38.51799999999996,1.0
158.0,-95.02800000000002,-26.88199999999999,-47.40599999999998,-41.47399999999996,-46.20399999999995,-18.517999999999958,1.0
148.0,-75.02800000000002,-36.88199999999999,-37.40599999999998,-61.47399999999996,-66.20399999999995,-48.51799999999996,1.0
158.0,-95.02800000000002,-16.88199999999999,-37.40599999999998,-41.47399999999996,-46.20399999999995,-38.51799999999996,1.0
158.0,-95.02800000000002,-26.88199999999999,-27.405999999999977,-31.47399999999996,-26.20399999999995,-8.517999999999958,1.0
148.0,-65.02800000000002,-46.88199999999999,-37.40599999999998,-11.473999999999961,-16.20399999999995,11.482000000000042,1.0
148.0,-55.02800000000003,-56.88199999999999,-27.405999999999977,-11.473999999999961,-16.20399999999995,-8.517999999999958,1.0
158.0,-85.02800000000002,-46.88199999999999,-37.40599999999998,-41.47399999999996,-16.20399999999995,-18.517999999999958,1.0
158.0,-95.02800000000002,-26.88199999999999,-37.40599999999998,-41.47399999999996,-16.20399999999995,-38.51799999999996,1.0
158.0,-105.02800000000002,-46.88199999999999,-57.40599999999998,-21.47399999999996,-46.20399999999995,-8.517999999999958,1.0
158.0,-75.02800000000002,-56.88199999999999,-37.40599999999998,-21.47399999999996,-96.20399999999995,-78.51799999999996,1.0
148.0,-85.02800000000002,-16.88199999999999,-97.40599999999998,-81.47399999999996,-26.20399999999995,-98.51799999999996,1.0
48.0,-75.02800000000002,-56.88199999999999,-37.40599999999998,-41.47399999999996,-16.20399999999995,-98.51799999999996,1.0
78.0,-75.02800000000002,-146.882,-37.40599999999998,-41.47399999999996,-6.203999999999951,-38.51799999999996,1.0
128.0,-75.02800000000002,-16.88199999999999,-67.40599999999998,-51.47399999999996,23.79600000000005,-88.51799999999996,1.0
148.0,-15.028000000000027,-86.88199999999999,-137.40599999999998,-61.47399999999996,13.79600000000005,-88.51799999999996,1.0
138.0,-45.02800000000003,-46.88199999999999,-127.40599999999998,-191.47399999999996,-6.203999999999951,31.482000000000042,1.0
158.0,-45.02800000000003,-66.88199999999999,-77.40599999999998,-21.47399999999996,3.796000000000049,21.482000000000042,1.0
98.0,-25.028000000000027,-6.881999999999991,-77.40599999999998,-121.47399999999996,-56.20399999999995,1.482000000000042,1.0
108.0,-25.028000000000027,3.118000000000009,-97.40599999999998,-101.47399999999996,-26.20399999999995,21.482000000000042,1.0
108.0,-35.02800000000003,-6.881999999999991,-127.40599999999998,-31.47399999999996,-46.20399999999995,11.482000000000042,1.0
108.0,-45.02800000000003,13.11800000000001,-107.40599999999998,-31.47399999999996,-46.20399999999995,11.482000000000042,1.0
108.0,-35.02800000000003,3.118000000000009,-107.40599999999998,-21.47399999999996,-26.20399999999995,21.482000000000042,1.0
108.0,-25.028000000000027,13.11800000000001,-97.40599999999998,-131.47399999999996,-46.20399999999995,11.482000000000042,1.0
128.0,-35.02800000000003,13.11800000000001,-87.40599999999998,-11.473999999999961,-46.20399999999995,11.482000000000042,1.0
128.0,-25.028000000000027,3.118000000000009,-57.40599999999998,-11.473999999999961,-36.20399999999995,11.482000000000042,1.0
108.0,-35.02800000000003,13.11800000000001,-67.40599999999998,-21.47399999999996,-36.20399999999995,21.482000000000042,1.0
128.0,-15.028000000000027,-6.881999999999991,-107.40599999999998,-31.47399999999996,-46.20399999999995,11.482000000000042,1.0
138.0,-25.028000000000027,-6.881999999999991,-57.40599999999998,-31.47399999999996,-16.20399999999995,21.482000000000042,1.0
128.0,-15.028000000000027,3.118000000000009,-67.40599999999998,-31.47399999999996,-36.20399999999995,1.482000000000042,1.0
128.0,-45.02800000000003,13.11800000000001,-57.40599999999998,-1.4739999999999611,-36.20399999999995,1.482000000000042,1.0
128.0,-25.028000000000027,13.11800000000001,-67.40599999999998,-101.47399999999996,-6.203999999999951,11.482000000000042,1.0
128.0,-15.028000000000027,13.11800000000001,-67.40599999999998,-11.473999999999961,-36.20399999999995,11.482000000000042,1.0
128.0,-25.028000000000027,-26.88199999999999,-57.40599999999998,-31.47399999999996,13.79600000000005,-68.51799999999996,1.0
108.0,-35.02800000000003,-16.88199999999999,-57.40599999999998,-1.4739999999999611,-76.20399999999995,-48.51799999999996,1.0
118.0,-75.02800000000002,23.11800000000001,-57.40599999999998,-11.473999999999961,-66.20399999999995,-98.51799999999996,1.0
118.0,-45.02800000000003,-76.88199999999999,-87.40599999999998,8.526000000000039,-56.20399999999995,-58.51799999999996,1.0
128.0,-45.02800000000003,-16.88199999999999,-87.40599999999998,8.526000000000039,-106.20399999999995,-58.51799999999996,1.0
118.0,-45.02800000000003,-36.88199999999999,-57.40599999999998,-11.473999999999961,-56.20399999999995,-58.51799999999996,1.0
138.0,-25.028000000000027,-6.881999999999991,-87.40599999999998,-91.47399999999996,-66.20399999999995,-38.51799999999996,1.0
118.0,-15.028000000000027,-66.88199999999999,-67.40599999999998,-21.47399999999996,-76.20399999999995,-18.517999999999958,1.0
118.0,-15.028000000000027,-46.88199999999999,-57.40599999999998,-11.473999999999961,-106.20399999999995,21.482000000000042,1.0
168.0,-95.02800000000002,-26.88199999999999,-7.4059999999999775,-111.47399999999996,-56.20399999999995,21.482000000000042,1.0
158.0,-45.02800000000003,-46.88199999999999,-77.40599999999998,-81.47399999999996,-6.203999999999951,-28.517999999999958,1.0
178.0,-55.02800000000003,-46.88199999999999,-17.405999999999977,-81.47399999999996,-16.20399999999995,-118.51799999999996,1.0
158.0,-35.02800000000003,-46.88199999999999,-77.40599999999998,-21.47399999999996,-56.20399999999995,-118.51799999999996,1.0
158.0,-5.028000000000027,-36.88199999999999,-87.40599999999998,8.526000000000039,-36.20399999999995,-38.51799999999996,1.0
168.0,-45.02800000000003,-26.88199999999999,-117.40599999999998,-21.47399999999996,-26.20399999999995,-48.51799999999996,1.0
148.0,-35.02800000000003,-26.88199999999999,-77.40599999999998,-81.47399999999996,-66.20399999999995,1.482000000000042,1.0
168.0,-5.028000000000027,-166.882,-57.40599999999998,-21.47399999999996,-86.20399999999995,-18.517999999999958,1.0
168.0,-55.02800000000003,-26.88199999999999,-87.40599999999998,-21.47399999999996,3.796000000000049,-38.51799999999996,1.0
178.0,-25.028000000000027,-46.88199999999999,-127.40599999999998,-1.4739999999999611,-6.203999999999951,-48.51799999999996,1.0
178.0,-25.028000000000027,-66.88199999999999,-117.40599999999998,-31.47399999999996,3.796000000000049,-38.51799999999996,1.0
178.0,-35.02800000000003,-86.88199999999999,-117.40599999999998,-11.473999999999961,-6.203999999999951,-38.51799999999996,1.0
178.0,-25.028000000000027,-76.88199999999999,-97.40599999999998,-21.47399999999996,-26.20399999999995,-48.51799999999996,1.0
168.0,-25.028000000000027,-66.88199999999999,-57.40599999999998,-51.47399999999996,-46.20399999999995,-28.517999999999958,1.0
168.0,-55.02800000000003,-66.88199999999999,-117.40599999999998,-71.47399999999996,-26.20399999999995,-38.51799999999996,1.0
158.0,4.971999999999973,-56.88199999999999,-47.40599999999998,-61.47399999999996,-36.20399999999995,-38.51799999999996,1.0
158.0,14.971999999999973,-66.88199999999999,-77.40599999999998,-11.473999999999961,13.79600000000005,-48.51799999999996,1.0
168.0,-35.02800000000003,-26.88199999999999,-117.40599999999998,-21.47399999999996,-6.203999999999951,-98.51799999999996,1.0
178.0,-85.02800000000002,-66.88199999999999,-77.40599999999998,-51.47399999999996,-56.20399999999995,-38.51799999999996,1.0
158.0,-75.02800000000002,-96.88199999999999,-27.405999999999977,-141.47399999999996,3.796000000000049,-8.517999999999958,1.0
128.0,-35.02800000000003,-66.88199999999999,-77.40599999999998,-31.47399999999996,-16.20399999999995,-48.51799999999996,1.0
88.0,-75.02800000000002,-76.88199999999999,-67.40599999999998,-141.47399999999996,-46.20399999999995,21.482000000000042,1.0
118.0,-65.02800000000002,-126.88199999999999,-57.40599999999998,-121.47399999999996,-6.203999999999951,11.482000000000042,1.0
158.0,-55.02800000000003,-46.88199999999999,-107.40599999999998,-31.47399999999996,43.79600000000005,-28.517999999999958,1.0
118.0,-75.02800000000002,-36.88199999999999,-77.40599999999998,-101.47399999999996,3.796000000000049,-48.51799999999996,1.0
128.0,-45.02800000000003,-56.88199999999999,-17.405999999999977,-31.47399999999996,3.796000000000049,1.482000000000042,1.0
128.0,-65.02800000000002,-76.88199999999999,-37.40599999999998,-31.47399999999996,-86.20399999999995,-128.51799999999997,1.0
138.0,-5.028000000000027,-66.88199999999999,-17.405999999999977,-31.47399999999996,3.796000000000049,-48.51799999999996,1.0
178.0,-65.02800000000002,-86.88199999999999,-17.405999999999977,-21.47399999999996,-86.20399999999995,-88.51799999999996,1.0
178.0,-65.02800000000002,-26.88199999999999,2.5940000000000225,-31.47399999999996,-106.20399999999995,-98.51799999999996,1.0
338.0,-65.02800000000002,-86.88199999999999,-37.40599999999998,-51.47399999999996,-66.20399999999995,-48.51799999999996,1.0
378.0,-75.02800000000002,-56.88199999999999,192.59400000000002,-131.47399999999996,-106.20399999999995,-48.51799999999996,1.0
388.0,-35.02800000000003,-66.88199999999999,192.59400000000002,-81.47399999999996,-166.20399999999995,-48.51799999999996,1.0
428.0,-65.02800000000002,-66.88199999999999,-17.405999999999977,-121.47399999999996,-166.20399999999995,-58.51799999999996,1.0
388.0,-45.02800000000003,-66.88199999999999,2.5940000000000225,-61.47399999999996,-56.20399999999995,-58.51799999999996,1.0
388.0,-45.02800000000003,-76.88199999999999,-17.405999999999977,-61.47399999999996,-66.20399999999995,-78.51799999999996,1.0
378.0,-45.02800000000003,-66.88199999999999,182.59400000000002,-101.47399999999996,-66.20399999999995,-78.51799999999996,1.0
368.0,-45.02800000000003,-56.88199999999999,192.59400000000002,-31.47399999999996,-126.20399999999995,-98.51799999999996,1.0
358.0,-25.028000000000027,-66.88199999999999,172.59400000000002,-91.47399999999996,-116.20399999999995,-68.51799999999996,1.0
188.0,-45.02800000000003,-76.88199999999999,192.59400000000002,-41.47399999999996,-76.20399999999995,-58.51799999999996,1.0
188.0,-35.02800000000003,-106.88199999999999,2.5940000000000225,-91.47399999999996,-66.20399999999995,-68.51799999999996,1.0
178.0,-45.02800000000003,-16.88199999999999,202.59400000000002,-101.47399999999996,-36.20399999999995,-158.51799999999997,1.0
348.0,4.971999999999973,-66.88199999999999,-17.405999999999977,-11.473999999999961,-6.203999999999951,-48.51799999999996,1.0
258.0,-95.02800000000002,-56.88199999999999,162.59400000000002,-41.47399999999996,-26.20399999999995,-58.51799999999996,1.0
348.0,-65.02800000000002,-126.88199999999999,182.59400000000002,-111.47399999999996,-76.20399999999995,1.482000000000042,1.0
348.0,-65.02800000000002,-126.88199999999999,2.5940000000000225,-111.47399999999996,3.796000000000049,-88.51799999999996,1.0
158.0,-55.02800000000003,-76.88199999999999,-107.40599999999998,-41.47399999999996,-16.20399999999995,-58.51799999999996,1.0
178.0,-75.02800000000002,3.118000000000009,-7.4059999999999775,-11.473999999999961,-66.20399999999995,-8.517999999999958,1.0
158.0,-5.028000000000027,-56.88199999999999,-17.405999999999977,-11.473999999999961,-66.20399999999995,-48.51799999999996,1.0
148.0,-45.02800000000003,-6.881999999999991,-87.40599999999998,-31.47399999999996,-76.20399999999995,-68.51799999999996,1.0
148.0,-45.02800000000003,-6.881999999999991,-67.40599999999998,-111.47399999999996,-46.20399999999995,-68.51799999999996,1.0
98.0,-45.02800000000003,-36.88199999999999,-77.40599999999998,28.52600000000004,-56.20399999999995,-58.51799999999996,1.0
128.0,-65.02800000000002,-66.88199999999999,-87.40599999999998,-71.47399999999996,-236.20399999999995,-58.51799999999996,1.0
138.0,-55.02800000000003,-26.88199999999999,-117.40599999999998,38.52600000000004,-76.20399999999995,-108.51799999999996,1.0
168.0,-65.02800000000002,-16.88199999999999,-57.40599999999998,-51.47399999999996,-96.20399999999995,-88.51799999999996,1.0
128.0,-45.02800000000003,-66.88199999999999,-27.405999999999977,-101.47399999999996,-136.20399999999995,-108.51799999999996,1.0
68.0,-35.02800000000003,-26.88199999999999,-137.40599999999998,-101.47399999999996,-126.20399999999995,-68.51799999999996,1.0
128.0,-65.02800000000002,-6.881999999999991,-117.40599999999998,-41.47399999999996,-96.20399999999995,-128.51799999999997,1.0
48.0,-55.02800000000003,-46.88199999999999,-117.40599999999998,-41.47399999999996,-206.20399999999995,-128.51799999999997,1.0
78.0,-85.02800000000002,-36.88199999999999,-167.40599999999998,-81.47399999999996,-116.20399999999995,-188.51799999999997,1.0
68.0,-75.02800000000002,-56.88199999999999,-87.40599999999998,-91.47399999999996,-66.20399999999995,-138.51799999999997,1.0
138.0,-35.02800000000003,-56.88199999999999,-57.40599999999998,-91.47399999999996,-116.20399999999995,-118.51799999999996,1.0
118.0,-75.02800000000002,-96.88199999999999,-127.40599999999998,-91.47399999999996,-166.20399999999995,-78.51799999999996,1.0
128.0,-35.02800000000003,-36.88199999999999,-107.40599999999998,-101.47399999999996,-106.20399999999995,-78.51799999999996,1.0
108.0,-45.02800000000003,-56.88199999999999,-87.40599999999998,-121.47399999999996,-106.20399999999995,-88.51799999999996,1.0
118.0,-95.02800000000002,-36.88199999999999,-87.40599999999998,-121.47399999999996,-146.20399999999995,-78.51799999999996,1.0
108.0,-35.02800000000003,-46.88199999999999,-147.40599999999998,-61.47399999999996,-146.20399999999995,-78.51799999999996,1.0
128.0,-45.02800000000003,-66.88199999999999,-157.40599999999998,-51.47399999999996,-96.20399999999995,-68.51799999999996,1.0
108.0,-45.02800000000003,-66.88199999999999,-97.40599999999998,-81.47399999999996,-76.20399999999995,-108.51799999999996,1.0
78.0,-45.02800000000003,-36.88199999999999,-87.40599999999998,-101.47399999999996,-236.20399999999995,-108.51799999999996,1.0
68.0,-45.02800000000003,-36.88199999999999,-107.40599999999998,-11.473999999999961,-106.20399999999995,-68.51799999999996,1.0
58.0,-75.02800000000002,-46.88199999999999,-107.40599999999998,-11.473999999999961,-136.20399999999995,-188.51799999999997,1.0
68.0,-85.02800000000002,-46.88199999999999,-147.40599999999998,-81.47399999999996,-86.20399999999995,-178.51799999999997,1.0
78.0,-65.02800000000002,-46.88199999999999,-137.40599999999998,-61.47399999999996,-116.20399999999995,-178.51799999999997,1.0
68.0,-85.02800000000002,-36.88199999999999,-177.40599999999998,-61.47399999999996,-116.20399999999995,-168.51799999999997,1.0
98.0,-45.02800000000003,-36.88199999999999,-127.40599999999998,-61.47399999999996,-116.20399999999995,-128.51799999999997,1.0
138.0,-25.028000000000027,-56.88199999999999,-137.40599999999998,-51.47399999999996,-36.20399999999995,-58.51799999999996,1.0
158.0,-15.028000000000027,-66.88199999999999,-17.405999999999977,-101.47399999999996,-6.203999999999951,-88.51799999999996,1.0
108.0,-15.028000000000027,-36.88199999999999,-7.4059999999999775,-41.47399999999996,-36.20399999999995,-68.51799999999996,1.0
158.0,4.971999999999973,3.118000000000009,-17.405999999999977,28.52600000000004,-36.20399999999995,-88.51799999999996,1.0
148.0,-65.02800000000002,3.118000000000009,-37.40599999999998,8.526000000000039,-86.20399999999995,-28.517999999999958,1.0
138.0,-45.02800000000003,-36.88199999999999,-137.40599999999998,-151.47399999999996,-76.20399999999995,-138.51799999999997,1.0
38.0,-35.02800000000003,-46.88199999999999,-187.40599999999998,-51.47399999999996,-76.20399999999995,-138.51799999999997,1.0
108.0,-35.02800000000003,-76.88199999999999,-67.40599999999998,-21.47399999999996,-96.20399999999995,-118.51799999999996,1.0
128.0,-45.02800000000003,-26.88199999999999,-17.405999999999977,8.526000000000039,-116.20399999999995,-108.51799999999996,1.0
158.0,-55.02800000000003,-56.88199999999999,-7.4059999999999775,-81.47399999999996,-76.20399999999995,-28.517999999999958,1.0
128.0,-85.02800000000002,-86.88199999999999,-47.40599999999998,-121.47399999999996,-56.20399999999995,-58.51799999999996,1.0
168.0,-75.02800000000002,-86.88199999999999,-17.405999999999977,-81.47399999999996,-56.20399999999995,-108.51799999999996,1.0
128.0,-75.02800000000002,-66.88199999999999,-57.40599999999998,-131.47399999999996,-136.20399999999995,-108.51799999999996,1.0
108.0,-5.028000000000027,-36.88199999999999,-67.40599999999998,-61.47399999999996,-66.20399999999995,-108.51799999999996,1.0
118.0,-45.02800000000003,-26.88199999999999,-27.405999999999977,-31.47399999999996,-136.20399999999995,-98.51799999999996,1.0
108.0,-35.02800000000003,13.11800000000001,-67.40599999999998,-71.47399999999996,-56.20399999999995,-108.51799999999996,1.0
148.0,-25.028000000000027,-6.881999999999991,-47.40599999999998,-71.47399999999996,-106.20399999999995,-58.51799999999996,1.0
188.0,24.971999999999973,-6.881999999999991,-27.405999999999977,-91.47399999999996,-126.20399999999995,-28.517999999999958,1.0
188.0,-25.028000000000027,-86.88199999999999,-17.405999999999977,-141.47399999999996,-76.20399999999995,-28.517999999999958,1.0
178.0,-55.02800000000003,-16.88199999999999,-17.405999999999977,-111.47399999999996,-36.20399999999995,-8.517999999999958,1.0
168.0,-45.02800000000003,-46.88199999999999,-17.405999999999977,8.526000000000039,-76.20399999999995,-58.51799999999996,1.0
178.0,-35.02800000000003,-56.88199999999999,2.5940000000000225,-1.4739999999999611,-56.20399999999995,-78.51799999999996,1.0
178.0,-35.02800000000003,-36.88199999999999,-7.4059999999999775,18.52600000000004,-76.20399999999995,-38.51799999999996,1.0
168.0,-35.02800000000003,-36.88199999999999,-17.405999999999977,-11.473999999999961,-56.20399999999995,-38.51799999999996,1.0
188.0,-65.02800000000002,-46.88199999999999,-7.4059999999999775,18.52600000000004,-56.20399999999995,-28.517999999999958,1.0
168.0,-75.02800000000002,-16.88199999999999,82.59400000000002,-1.4739999999999611,-46.20399999999995,-38.51799999999996,1.0
188.0,-105.02800000000002,-16.88199999999999,72.59400000000002,-1.4739999999999611,-16.20399999999995,-28.517999999999958,1.0
178.0,-55.02800000000003,-66.88199999999999,2.5940000000000225,8.526000000000039,-76.20399999999995,-138.51799999999997,1.0
188.0,-105.02800000000002,-106.88199999999999,-17.405999999999977,8.526000000000039,-76.20399999999995,-98.51799999999996,1.0
178.0,-85.02800000000002,-66.88199999999999,72.59400000000002,-1.4739999999999611,-56.20399999999995,-98.51799999999996,1.0
178.0,-95.02800000000002,-36.88199999999999,-7.4059999999999775,-1.4739999999999611,-156.20399999999995,-138.51799999999997,1.0
168.0,-95.02800000000002,-26.88199999999999,-17.405999999999977,-21.47399999999996,-46.20399999999995,-108.51799999999996,1.0
188.0,-115.02800000000002,-66.88199999999999,-17.405999999999977,-1.4739999999999611,-56.20399999999995,-48.51799999999996,1.0
168.0,-85.02800000000002,-66.88199999999999,-7.4059999999999775,-1.4739999999999611,3.796000000000049,-138.51799999999997,1.0
158.0,-85.02800000000002,-66.88199999999999,-17.405999999999977,-31.47399999999996,-6.203999999999951,-38.51799999999996,1.0
168.0,-85.02800000000002,-46.88199999999999,-17.405999999999977,-41.47399999999996,-6.203999999999951,-38.51799999999996,1.0
168.0,-85.02800000000002,-46.88199999999999,-57.40599999999998,-41.47399999999996,-6.203999999999951,-28.517999999999958,1.0
178.0,-45.02800000000003,-56.88199999999999,-27.405999999999977,-51.47399999999996,3.796000000000049,-28.517999999999958,1.0
188.0,-45.02800000000003,-46.88199999999999,-17.405999999999977,-11.473999999999961,-46.20399999999995,-48.51799999999996,1.0
178.0,-75.02800000000002,-46.88199999999999,-17.405999999999977,-11.473999999999961,-46.20399999999995,-68.51799999999996,1.0
118.0,-75.02800000000002,-26.88199999999999,-87.40599999999998,-1.4739999999999611,-46.20399999999995,-38.51799999999996,1.0
158.0,-55.02800000000003,-76.88199999999999,-17.405999999999977,-191.47399999999996,-66.20399999999995,-38.51799999999996,1.0
168.0,-95.02800000000002,-66.88199999999999,-27.405999999999977,-191.47399999999996,-66.20399999999995,-58.51799999999996,1.0
168.0,-55.02800000000003,-116.88199999999999,-17.405999999999977,-191.47399999999996,-56.20399999999995,-28.517999999999958,1.0
178.0,-25.028000000000027,-116.88199999999999,-7.4059999999999775,-71.47399999999996,-46.20399999999995,-28.517999999999958,1.0
168.0,-105.02800000000002,-66.88199999999999,72.59400000000002,-101.47399999999996,-76.20399999999995,-38.51799999999996,1.0
398.0,-35.02800000000003,-66.88199999999999,132.59400000000002,-161.47399999999996,-66.20399999999995,-58.51799999999996,1.0
408.0,-35.02800000000003,-36.88199999999999,232.59400000000002,-91.47399999999996,-96.20399999999995,-78.51799999999996,1.0
358.0,-55.02800000000003,-36.88199999999999,-17.405999999999977,-51.47399999999996,-76.20399999999995,-108.51799999999996,1.0
348.0,-25.028000000000027,-96.88199999999999,172.59400000000002,-101.47399999999996,-86.20399999999995,-48.51799999999996,1.0
168.0,-35.02800000000003,-56.88199999999999,182.59400000000002,-1.4739999999999611,13.79600000000005,-128.51799999999997,1.0
168.0,-45.02800000000003,-146.882,2.5940000000000225,-51.47399999999996,-46.20399999999995,-78.51799999999996,1.0
